state_code,county,pres_total_votes_2024,pres_total_votes_dem_2024,pres_total_votes_rep_2024,pres_total_votes_other_2024,pres_total_votes_dem_pct_2024,pres_total_votes_rep_pct_2024,pres_total_votes_other_pct_2024,pres_pct_reported_2024,senate_total_votes_2024,senate_total_votes_dem_2024,senate_total_votes_rep_2024,senate_total_votes_other_2024,senate_total_votes_dem_pct_2024,senate_total_votes_rep_pct_2024,senate_total_votes_other_pct_2024,senate_pct_reported_2024,house_total_votes_2024,house_total_votes_dem_2024,house_total_votes_rep_2024,house_total_votes_other_2024,house_total_votes_dem_pct_2024,house_total_votes_rep_pct_2024,house_total_votes_other_pct_2024,house_pct_reported_2024,gov_total_votes_2024,gov_total_votes_dem_2024,gov_total_votes_rep_2024,gov_total_votes_other_2024,gov_total_votes_dem_pct_2024,gov_total_votes_rep_pct_2024,gov_total_votes_other_pct_2024,gov_pct_reported_2024,pres_total_votes_2020,pres_total_votes_dem_2020,pres_total_votes_rep_2020,pres_total_votes_other_2020,pres_total_votes_dem_pct_2020,pres_total_votes_rep_pct_2020,pres_total_votes_other_pct_2020,pres_pct_reported_2020,senate_total_votes_2020,senate_total_votes_dem_2020,senate_total_votes_rep_2020,senate_total_votes_other_2020,senate_total_votes_dem_pct_2020,senate_total_votes_rep_pct_2020,senate_total_votes_other_pct_2020,senate_pct_reported_2020,house_total_votes_2020,house_total_votes_dem_2020,house_total_votes_rep_2020,house_total_votes_other_2020,house_total_votes_dem_pct_2020,house_total_votes_rep_pct_2020,house_total_votes_other_pct_2020,house_pct_reported_2020,gov_total_votes_2020,gov_total_votes_dem_2020,gov_total_votes_rep_2020,gov_total_votes_other_2020,gov_total_votes_dem_pct_2020,gov_total_votes_rep_pct_2020,gov_total_votes_other_pct_2020,gov_pct_reported_2020
AL,Chilton,19637,2697,16901,39,13.734277129907827,86.06711819524368,0.19860467484850028,99.0,,,,,,,,,19281,2694,16587,0,13.972304341061148,86.02769565893885,0.0,99.0,,,,,,,,,19158,3073,16085,0,16.040296481887463,83.95970351811253,0.0,100.0,19207,3499,15708,0,18.217316603321706,81.7826833966783,0.0,100.0,16111,0,16111,0,0.0,100.0,0.0,100.0,,,,,,,,
AL,Choctaw,6616,2511,4094,11,37.953446191051995,61.880290205562275,0.16626360338573154,92.0,,,,,,,,,6515,2679,3836,0,41.120491174213356,58.879508825786644,0.0,88.0,,,,,,,,,7423,3127,4296,0,42.12582513808433,57.87417486191567,0.0,100.0,7413,3225,4188,0,43.504653986240385,56.49534601375961,0.0,99.0,3894,3894,0,0,100.0,0.0,0.0,100.0,,,,,,,,
AL,Clarke,11889,4917,6956,16,41.357557406005554,58.50786441248212,0.13457818151232231,94.0,,,,,,,,,11756,5131,6625,0,43.64579789043893,56.35420210956108,0.0,90.07278911564626,,,,,,,,,13079,5755,7324,0,44.001835002676046,55.998164997323954,0.0,100.0,13078,6017,7061,0,46.00856400061171,53.99143599938828,0.0,100.0,9241,6263,2978,0,67.77405042744292,32.225949572557084,0.0,100.0,,,,,,,,
AL,Clay,6693,986,5693,14,14.73180935305543,85.05901688331092,0.20917376363364712,99.0,,,,,,,,,5787,0,5787,0,0.0,100.0,0.0,99.0,,,,,,,,,6868,1267,5601,0,18.447874199184625,81.55212580081538,0.0,100.0,6895,1441,5454,0,20.899202320522118,79.10079767947789,0.0,100.0,6858,1148,5710,0,16.73957421988918,83.26042578011082,0.0,100.0,,,,,,,,
AL,Cleburne,7605,605,6984,16,7.9552925706771855,91.83431952662721,0.21038790269559499,99.0,,,,,,,,,6975,0,6975,0,0.0,100.0,0.0,99.0,,,,,,,,,7159,675,6484,0,9.428691157982959,90.57130884201705,0.0,100.0,7164,843,6321,0,11.76716917922948,88.23283082077053,0.0,99.0,7136,645,6491,0,9.038677130044844,90.96132286995515,0.0,100.0,,,,,,,,
AL,Coffee,22106,4585,17457,64,20.740975300823305,78.96951054012486,0.28951415905184114,95.0,,,,,,,,,22058,4430,17628,0,20.083416447547375,79.91658355245262,0.0,95.0,,,,,,,,,21975,5076,16899,0,23.098976109215016,76.90102389078498,0.0,100.0,22153,5753,16400,0,25.969394664379543,74.03060533562046,0.0,100.0,22086,4875,17211,0,22.072806302635154,77.92719369736486,0.0,100.0,,,,,,,,
AL,Colbert,26782,7092,19614,76,26.480471958778285,73.23575535807632,0.28377268314539617,95.0,,,,,,,,,20489,0,20489,0,0.0,100.0,0.0,93.0,,,,,,,,,27546,8343,19203,0,30.287519059028533,69.71248094097146,0.0,100.0,27728,9408,18320,0,33.929601846508945,66.07039815349106,0.0,100.0,27469,8143,19326,0,29.644326331500963,70.35567366849904,0.0,100.0,,,,,,,,
AL,Conecuh,6016,2580,3423,13,42.88563829787234,56.89827127659575,0.2160904255319149,95.0,,,,,,,,,5961,2630,3331,0,44.12011407481966,55.87988592518034,0.0,90.0,,,,,,,,,6408,2966,3442,0,46.285892634207244,53.71410736579276,0.0,100.0,6392,3098,3294,0,48.46683354192741,51.533166458072586,0.0,99.0,6222,2987,3235,0,48.00707168113147,51.992928318868536,0.0,100.0,,,,,,,,
AL,Coosa,5232,1475,3750,7,28.19189602446483,71.67431192660551,0.1337920489296636,95.0,,,,,,,,,5185,1458,3727,0,28.11957569913211,71.88042430086789,0.0,95.0,,,,,,,,,5427,1796,3631,0,33.09379030772065,66.90620969227933,0.0,100.0,5458,1899,3559,0,34.79296445584463,65.20703554415536,0.0,100.0,3774,0,3774,0,0.0,100.0,0.0,100.0,,,,,,,,
AL,Covington,17003,2309,14664,30,13.57995647826854,86.24360406987003,0.17643945186143623,99.0,,,,,,,,,16827,2333,14494,0,13.864622333155049,86.13537766684495,0.0,98.0,,,,,,,,,17307,2721,14586,0,15.721962211821804,84.2780377881782,0.0,100.0,17334,3214,14120,0,18.541594554055614,81.45840544594438,0.0,100.0,17145,2708,14437,0,15.7946923301254,84.2053076698746,0.0,100.0,,,,,,,,
AL,Crenshaw,6455,1453,4993,9,22.509682416731216,77.35089078233928,0.139426800929512,99.0,,,,,,,,,6437,1483,4954,0,23.038682616125524,76.96131738387447,0.0,95.0,,,,,,,,,6564,1700,4864,0,25.898842169408898,74.1011578305911,0.0,100.0,6581,1910,4671,0,29.02294484120954,70.97705515879046,0.0,100.0,6505,1689,4816,0,25.96464258262875,74.03535741737124,0.0,100.0,,,,,,,,
AL,Cullman,42807,4033,38669,105,9.421356320228,90.33335669399864,0.2452869857733548,95.0,,,,,,,,,39074,0,39074,0,0.0,100.0,0.0,95.0,,,,,,,,,41358,4478,36880,0,10.82740944919967,89.17259055080032,0.0,100.0,41642,5693,35949,0,13.671293405696172,86.32870659430382,0.0,100.0,41492,4359,37133,0,10.50563964137665,89.49436035862335,0.0,100.0,,,,,,,,
AL,Dale,19009,4478,14473,58,23.557262349413435,76.13761902256826,0.30511862801830714,95.0,,,,,,,,,18921,4378,14543,0,23.138311928545,76.86168807145499,0.0,95.0,,,,,,,,,19473,5170,14303,0,26.54958147178144,73.45041852821856,0.0,100.0,19608,5955,13653,0,30.3702570379437,69.62974296205631,0.0,100.0,19475,5114,14361,0,26.259306803594352,73.74069319640564,0.0,100.0,,,,,,,,
AL,Dallas,15468,10233,5188,47,66.15593483320403,33.540212050685284,0.3038531161106801,90.0,,,,,,,,,15430,10774,4656,0,69.8250162022035,30.1749837977965,0.0,87.0,,,,,,,,,17754,12230,5524,0,68.88588487101498,31.114115128985016,0.0,100.0,17801,12503,5298,0,70.23762709960114,29.762372900398855,0.0,100.0,13294,13294,0,0,100.0,0.0,0.0,100.0,,,,,,,,
AL,DeKalb,29460,3757,25631,72,12.752885268160217,87.00271554650374,0.2443991853360489,95.0,,,,,,,,,25751,0,25751,0,0.0,100.0,0.0,95.0,,,,,,,,,29048,4281,24767,0,14.737675571467914,85.26232442853208,0.0,100.0,29193,5253,23940,0,17.994039667043467,82.00596033295653,0.0,100.0,28913,4453,24460,0,15.401376543423373,84.59862345657663,0.0,100.0,,,,,,,,
AL,Elmore,41221,9764,31336,121,23.686955677931152,76.01950462143083,0.29353970063802426,95.0,,,,,,,,,40980,9661,31319,0,23.574914592484138,76.42508540751585,0.0,95.0,,,,,,,,,40531,10367,30164,0,25.577952678196937,74.42204732180306,0.0,100.0,40858,11399,29459,0,27.899065054579275,72.10093494542072,0.0,100.0,40601,10029,30572,0,24.701362035417848,75.29863796458216,0.0,100.0,,,,,,,,
AL,Escambia,14850,3956,10866,28,26.63973063973064,73.17171717171718,0.18855218855218855,97.0,,,,,,,,,14657,3904,10753,0,26.63573719042096,73.36426280957905,0.0,93.0,,,,,,,,,15787,4918,10869,0,31.152213846836002,68.847786153164,0.0,100.0,15817,5400,10417,0,34.1404817601315,65.85951823986849,0.0,100.0,15670,4983,10687,0,31.799617102744097,68.2003828972559,0.0,100.0,,,,,,,,
AL,Etowah,45583,9969,35470,144,21.86999539301933,77.81409736085821,0.31590724612245796,95.0,,,,,,,,,36538,0,36538,0,0.0,100.0,0.0,95.0,,,,,,,,,47095,11567,35528,0,24.560993736065402,75.4390062639346,0.0,100.0,47496,13145,34351,0,27.676014822300825,72.32398517769919,0.0,100.0,47283,11369,35914,0,24.044582619546137,75.95541738045387,0.0,100.0,,,,,,,,
AL,Fayette,8312,1141,7154,17,13.727141482194419,86.06833493743984,0.20452358036573628,99.0,,,,,,,,,7240,0,7240,0,0.0,100.0,0.0,95.0,,,,,,,,,8695,1395,7300,0,16.04370327774583,83.95629672225417,0.0,100.0,8739,1651,7088,0,18.892321775946904,81.10767822405309,0.0,100.0,8662,1360,7302,0,15.70076194874163,84.29923805125837,0.0,100.0,,,,,,,,
AL,Franklin,11998,1566,10404,28,13.052175362560428,86.71445240873479,0.2333722287047841,99.0,,,,,,,,,10483,0,10483,0,0.0,100.0,0.0,99.0,,,,,,,,,12462,2086,10376,0,16.738886214090837,83.26111378590917,0.0,100.0,12461,2605,9856,0,20.905224299815426,79.09477570018457,0.0,99.0,12380,2127,10253,0,17.180936995153473,82.81906300484653,0.0,100.0,,,,,,,,
AL,Geneva,12338,1389,10924,25,11.257902415302318,88.53947155130491,0.2026260333927703,95.0,,,,,,,,,12283,1371,10912,0,11.161768297647155,88.83823170235284,0.0,95.0,,,,,,,,,12443,1595,10848,0,12.818452141766453,87.18154785823354,0.0,100.0,12504,2122,10382,0,16.970569417786308,83.02943058221369,0.0,100.0,12436,1599,10837,0,12.85783210035381,87.14216789964618,0.0,100.0,,,,,,,,
AL,Greene,4019,3131,885,3,77.90495148046777,22.020403085344615,0.07464543418760886,87.0,,,,,,,,,3990,3213,777,0,80.52631578947368,19.473684210526315,0.0,84.0,,,,,,,,,4759,3884,875,0,81.61378440848918,18.386215591510823,0.0,100.0,4778,3962,816,0,82.92172457095019,17.07827542904981,0.0,100.0,4033,4033,0,0,100.0,0.0,0.0,100.0,,,,,,,,
AL,Hale,7247,3861,3363,23,53.2772181592383,46.405409134814406,0.3173727059472885,95.0,,,,,,,,,7185,4052,3133,0,56.39526791927627,43.60473208072373,0.0,92.0,,,,,,,,,7855,4663,3192,0,59.36346276257161,40.636537237428385,0.0,100.0,7876,4786,3090,0,60.76688674454037,39.23311325545962,0.0,100.0,5353,5353,0,0,100.0,0.0,0.0,100.0,,,,,,,,
AL,Henry,9258,2259,6983,16,24.40051847051199,75.42665802549146,0.17282350399654353,99.0,,,,,,,,,9186,2131,7055,0,23.19834530807751,76.8016546919225,0.0,99.0,,,,,,,,,9213,2606,6607,0,28.286117442743947,71.71388255725604,0.0,100.0,9271,2872,6399,0,30.978319490885557,69.02168050911445,0.0,100.0,9151,2527,6624,0,27.614468364113208,72.38553163588679,0.0,100.0,,,,,,,,
AL,Houston,43665,11258,32255,152,25.782663460437423,73.86923165006299,0.3481048894995992,95.0,,,,,,,,,43631,10870,32761,0,24.91347894845408,75.08652105154592,0.0,95.0,,,,,,,,,45535,12917,32618,0,28.36719007356978,71.63280992643021,0.0,100.0,45956,14494,31462,0,31.538863260510052,68.46113673948994,0.0,100.0,45685,12748,32937,0,27.904126080770492,72.0958739192295,0.0,100.0,,,,,,,,
AL,Jackson,23396,3274,20073,49,13.99384510172679,85.79671738758762,0.2094375106855873,95.0,,,,,,,,,20054,0,20054,0,0.0,100.0,0.0,95.0,,,,,,,,,23387,3717,19670,0,15.893445076324452,84.10655492367555,0.0,100.0,23475,4587,18888,0,19.53993610223642,80.46006389776358,0.0,99.0,19508,8,19500,0,0.041008816895632565,99.95899118310436,0.0,100.0,,,,,,,,
AL,Jefferson,294539,161828,130991,1720,54.94280893192413,44.47322765406279,0.5839634140130848,95.0,,,,,,,,,295443,163034,132409,0,55.18289483927526,44.81710516072474,0.0,90.4933513696314,,,,,,,,,320531,181688,138843,0,56.68344091523129,43.31655908476871,0.0,100.0,324958,190644,134314,0,58.66727392463026,41.33272607536974,0.0,100.0,245419,110212,135207,0,44.907688483776724,55.09231151622328,0.0,100.0,,,,,,,,
AL,Lamar,6844,805,6028,11,11.762127410870836,88.0771478667446,0.16072472238457045,95.0,,,,,,,,,6032,0,6032,0,0.0,100.0,0.0,95.0,,,,,,,,,7152,978,6174,0,13.674496644295303,86.3255033557047,0.0,100.0,7159,1071,6088,0,14.960189970666294,85.03981002933371,0.0,100.0,7111,943,6168,0,13.261144705386021,86.73885529461398,0.0,100.0,,,,,,,,
AL,Lauderdale,43068,10299,32615,154,23.91334633602675,75.72907959505898,0.3575740689142751,95.0,,,,,,,,,34064,0,34064,0,0.0,100.0,0.0,90.37764193650702,,,,,,,,,43636,11915,31721,0,27.305435878632323,72.69456412136768,0.0,100.0,43945,13874,30071,0,31.571282284674023,68.42871771532597,0.0,99.0,33023,0,33023,0,0.0,100.0,0.0,100.0,,,,,,,,
AL,Lawrence,15966,2975,12961,30,18.6333458599524,81.17875485406488,0.18789928598271327,99.0,,,,,,,,,12930,0,12930,0,0.0,100.0,0.0,95.0,,,,,,,,,15884,3562,12322,0,22.425081843364392,77.5749181566356,0.0,100.0,15921,4211,11710,0,26.449343634193834,73.55065636580616,0.0,100.0,15758,3471,12287,0,22.026906967889325,77.97309303211067,0.0,100.0,,,,,,,,
AL,Lee,71962,25672,45883,407,35.67438370250966,63.76004002112226,0.5655762763680832,95.0,,,,,,,,,51612,0,51612,0,0.0,100.0,0.0,94.0,,,,,,,,,70081,27860,42221,0,39.753998944078994,60.246001055921006,0.0,100.0,71140,29986,41154,0,42.15068878268203,57.84931121731797,0.0,100.0,70555,26320,44235,0,37.30423074197435,62.695769258025656,0.0,100.0,,,,,,,,
AL,Limestone,52257,14452,37524,281,27.655625083720842,71.80664791319823,0.5377270030809269,95.0,,,,,,,,,40506,0,40506,0,0.0,100.0,0.0,95.0,,,,,,,,,48312,13672,34640,0,28.29938731578076,71.70061268421925,0.0,100.0,48948,15584,33364,0,31.837868758682685,68.16213124131731,0.0,100.0,37371,0,37371,0,0.0,100.0,0.0,100.0,,,,,,,,
AL,Lowndes,5631,3865,1755,11,68.63789735393358,31.166755460841767,0.19534718522464925,85.0,,,,,,,,,5524,3928,1596,0,71.10789283128169,28.89210716871832,0.0,82.0,,,,,,,,,6808,4972,1836,0,73.03172737955347,26.96827262044653,0.0,100.0,6817,5051,1766,0,74.09417632389615,25.905823676103857,0.0,100.0,5238,5238,0,0,100.0,0.0,0.0,100.0,,,,,,,,
AL,Macon,7774,6069,1681,24,78.06791870337021,21.623359917674296,0.3087213789554927,93.0,,,,,,,,,7781,6119,1662,0,78.6402775992803,21.3597224007197,0.0,87.0,,,,,,,,,8649,7108,1541,0,82.18291131922766,17.817088680772343,0.0,100.0,8705,7224,1481,0,82.98678920160827,17.01321079839173,0.0,100.0,8608,6810,1798,0,79.11245353159852,20.88754646840149,0.0,100.0,,,,,,,,
AL,Madison,194261,87509,105149,1603,45.04712731840153,54.12769418462789,0.8251784969705704,99.0,,,,,,,,,125827,0,125827,0,0.0,100.0,0.0,87.0,,,,,,,,,190066,87286,102780,0,45.92404743615376,54.07595256384624,0.0,100.0,193639,94458,99181,0,48.780462613419814,51.219537386580186,0.0,100.0,121634,0,121634,0,0.0,100.0,0.0,100.0,,,,,,,,
AL,Marengo,9627,4621,4990,16,48.00041549807832,51.833385270593126,0.1661992313285551,92.0,,,,,,,,,9528,4920,4608,0,51.63727959697732,48.36272040302267,0.0,88.0,,,,,,,,,10831,5488,5343,0,50.66937494229526,49.33062505770474,0.0,100.0,10853,5687,5166,0,52.40025799318161,47.59974200681839,0.0,100.0,6399,6399,0,0,100.0,0.0,0.0,100.0,,,,,,,,
AL,Marion,13452,1196,12238,18,8.890871245911388,90.97531965506988,0.13380909901873325,95.0,,,,,,,,,12269,0,12269,0,0.0,100.0,0.0,95.0,,,,,,,,,13668,1463,12205,0,10.703833772314896,89.2961662276851,0.0,100.0,13744,1847,11897,0,13.43859138533178,86.56140861466822,0.0,100.0,13708,1462,12246,0,10.665304931426904,89.3346950685731,0.0,100.0,,,,,,,,
AL,Marshall,39979,5535,34350,94,13.84476850346432,85.92010805672979,0.2351234398058981,95.0,,,,,,,,,35243,0,35243,0,0.0,100.0,0.0,95.0,,,,,,,,,39134,5943,33191,0,15.186283027546379,84.81371697245362,0.0,100.0,39422,7336,32086,0,18.608898584546697,81.3911014154533,0.0,100.0,39216,5642,33574,0,14.386984904120768,85.61301509587923,0.0,100.0,,,,,,,,
AL,Mobile,171953,71279,99981,693,41.452606235424795,58.144376661064356,0.4030171035108431,95.0,,,,,,,,,172334,72497,99837,0,42.067728944955725,57.93227105504427,0.0,92.81531468855803,,,,,,,,,180717,79474,101243,0,43.97704698506505,56.02295301493495,0.0,100.0,182354,86034,96320,0,47.179661537449135,52.820338462550865,0.0,100.0,181197,79335,101862,0,43.78383748075299,56.21616251924701,0.0,100.0,,,,,,,,
AL,Monroe,9752,3736,5997,19,38.31009023789992,61.495077932731746,0.1948318293683347,95.0,,,,,,,,,9769,3768,6001,0,38.57098986590234,61.42901013409766,0.0,89.0,,,,,,,,,10602,4455,6147,0,42.02037351443124,57.97962648556876,0.0,100.0,10625,4719,5906,0,44.41411764705882,55.58588235294118,0.0,100.0,10563,4519,6044,0,42.78140679731137,57.21859320268863,0.0,100.0,,,,,,,,
AL,Montgomery,88529,57734,30404,391,65.21478837443098,34.343548441753555,0.44166318381547287,93.0,,,,,,,,,89198,58455,30743,0,65.53398058252428,34.46601941747573,0.0,87.0,,,,,,,,,97840,64529,33311,0,65.95359771054783,34.04640228945217,0.0,100.0,98813,66592,32221,0,67.39194235576291,32.60805764423709,0.0,100.0,96962,63536,33426,0,65.5267011819063,34.47329881809368,0.0,100.0,,,,,,,,
AL,Morgan,52872,12343,40310,219,23.345059766984416,76.24073233469511,0.4142078983204721,95.0,,,,,,,,,42171,0,42171,0,0.0,100.0,0.0,95.0,,,,,,,,,52898,13234,39664,0,25.01795909108095,74.98204090891906,0.0,100.0,53388,15108,38280,0,28.298494043605306,71.7015059563947,0.0,100.0,41646,0,41646,0,0.0,100.0,0.0,100.0,,,,,,,,
AL,Perry,4441,3170,1268,3,71.38031974780455,28.55212789912182,0.06755235307363207,88.0,,,,,,,,,4410,3249,1161,0,73.67346938775509,26.3265306122449,0.0,85.0,,,,,,,,,5199,3860,1339,0,74.24504712444701,25.754952875552988,0.0,100.0,5217,3943,1274,0,75.57983515430324,24.42016484569676,0.0,100.0,4119,4119,0,0,100.0,0.0,0.0,100.0,,,,,,,,
AL,Pickens,8858,3385,5455,18,38.214043802212686,61.582750056446145,0.20320614134116052,95.0,,,,,,,,,8832,3579,5253,0,40.52309782608695,59.47690217391305,0.0,92.0,,,,,,,,,9616,4022,5594,0,41.826123128119804,58.1738768718802,0.0,100.0,9632,4193,5439,0,43.531976744186046,56.46802325581395,0.0,100.0,5070,5070,0,0,100.0,0.0,0.0,100.0,,,,,,,,
AL,Pike,13133,4882,8213,38,37.17353232315541,62.537120231477964,0.28934744536663365,99.0,,,,,,,,,13123,4894,8229,0,37.29330183647032,62.70669816352969,0.0,92.0,,,,,,,,,13678,5636,8042,0,41.204854510893405,58.795145489106595,0.0,100.0,13797,6020,7777,0,43.632673769660066,56.367326230339934,0.0,100.0,13652,5468,8184,0,40.05273952534427,59.94726047465573,0.0,100.0,,,,,,,,
AL,Randolph,11036,1919,9098,19,17.388546574845957,82.43928959768031,0.17216382747372236,95.0,,,,,,,,,9188,0,9188,0,0.0,100.0,0.0,95.0,,,,,,,,,10762,2203,8559,0,20.470172830328934,79.52982716967107,0.0,100.0,10762,2362,8400,0,21.947593384129345,78.05240661587065,0.0,99.0,10650,2134,8516,0,20.037558685446008,79.96244131455398,0.0,100.0,,,,,,,,
AL,Russell,20511,10379,10047,85,50.602115937789485,48.98347228316513,0.4144117790453903,95.0,,,,,,,,,20410,10353,10057,0,50.72513473787359,49.27486526212641,0.0,93.0,,,,,,,,,21092,11228,9864,0,53.233453442063336,46.76654655793666,0.0,100.0,21236,11853,9383,0,55.81559615746845,44.18440384253155,0.0,100.0,21087,10916,10171,0,51.76649120311092,48.23350879688908,0.0,100.0,,,,,,,,
AL,Shelby,113110,32947,79522,641,29.128282203165064,70.30501281937937,0.5667049774555742,95.0,,,,,,,,,113306,32530,80776,0,28.709865320459638,71.29013467954036,0.0,95.0,,,,,,,,,112968,33268,79700,0,29.449047517881173,70.55095248211883,0.0,100.0,114442,36606,77836,0,31.986508449695044,68.01349155030496,0.0,100.0,88447,0,88447,0,0.0,100.0,0.0,100.0,,,,,,,,
AL,St. Clair,42470,7483,34873,114,17.61949611490464,82.11207911466917,0.2684247704261832,95.0,,,,,,,,,35980,0,35980,0,0.0,100.0,0.0,95.0,,,,,,,,,43910,7744,36166,0,17.63607378729219,82.36392621270781,0.0,100.0,44270,8844,35426,0,19.97741133950757,80.02258866049243,0.0,100.0,43929,7451,36478,0,16.96146053859637,83.03853946140363,0.0,100.0,,,,,,,,
